,Sub-Metric Code OR Sub-Activity Metric Code,Activity Metric Code,Sector Code,Industry Code,Disclosure Topic Code,Accounting Metric Code,Accounting Metric Category,Accounting Metric Unit of Measure,Sub-Metric Code,Sub-Metric Unit of Measure,variable,value
335180,IF-EU-150a.2p,,IF,IF-EU,IF-EU-150a,IF-EU-150a.2,Quantitative,Number,IF-EU-150a.2p,Number,CH0034389707,746
335181,IF-EU-150a.2q,,IF,IF-EU,IF-EU-150a,IF-EU-150a.2,Quantitative,Number,IF-EU-150a.2q,Number,CH0034389707,545
335182,IF-EU-240a.1a,,IF,IF-EU,IF-EU-240a,IF-EU-240a.1,Quantitative,Rate,IF-EU-240a.1a,U.S. dollars ($),CH0034389707,124
335183,IF-EU-240a.1b,,IF,IF-EU,IF-EU-240a,IF-EU-240a.1,Quantitative,Rate,IF-EU-240a.1b,Reporting currency,CH0034389707,879
335184,IF-EU-240a.1c,,IF,IF-EU,IF-EU-240a,IF-EU-240a.1,Quantitative,Rate,IF-EU-240a.1c,Reporting currency,CH0034389707,183
335185,IF-EU-240a.2a,,IF,IF-EU,IF-EU-240a,IF-EU-240a.2,Quantitative,Reporting currency,IF-EU-240a.2a,Reporting currency,CH0034389707,324
335186,IF-EU-240a.2b,,IF,IF-EU,IF-EU-240a,IF-EU-240a.2,Quantitative,Reporting currency,IF-EU-240a.2b,Reporting currency,CH0034389707,208
335187,IF-EU-240a.3a,,IF,IF-EU,IF-EU-240a,IF-EU-240a.3,Quantitative,"Number, Percentage (%)",IF-EU-240a.3a,Number,CH0034389707,773
335188,IF-EU-240a.3b,,IF,IF-EU,IF-EU-240a,IF-EU-240a.3,Quantitative,"Number, Percentage (%)",IF-EU-240a.3b,Percentage (%),CH0034389707,0.96
335189,IF-EU-240a.4a,,IF,IF-EU,IF-EU-240a,IF-EU-240a.4,Discussion and Analysis,,IF-EU-240a.4a,,CH0034389707,TEXT
335190,IF-EU-320a.1a,,IF,IF-EU,IF-EU-320a,IF-EU-320a.1,Quantitative,Rate,IF-EU-320a.1a,Rate,CH0034389707,158
335191,IF-EU-320a.1b,,IF,IF-EU,IF-EU-320a,IF-EU-320a.1,Quantitative,Rate,IF-EU-320a.1b,Rate,CH0034389707,855
335192,IF-EU-320a.1c,,IF,IF-EU,IF-EU-320a,IF-EU-320a.1,Quantitative,Rate,IF-EU-320a.1c,Rate,CH0034389707,488
335193,IF-EU-420a.1a,,IF,IF-EU,IF-EU-420a,IF-EU-420a.1,Quantitative,Percentage (%),IF-EU-420a.1a,Percentage (%),CH0034389707,0.84
335194,IF-EU-420a.1b,,IF,IF-EU,IF-EU-420a,IF-EU-420a.1,Quantitative,Percentage (%),IF-EU-420a.1b,Percentage (%),CH0034389707,0.56
335195,IF-EU-420a.2a,,IF,IF-EU,IF-EU-420a,IF-EU-420a.2,Quantitative,Percentage (%) by megawatt hours (MWh),IF-EU-420a.2a,Percentage (%) by megawatt hours (MWh),CH0034389707,0.12
335196,IF-EU-420a.2b,,IF,IF-EU,IF-EU-420a,IF-EU-420a.2,Quantitative,Percentage (%) by megawatt hours (MWh),IF-EU-420a.2b,,CH0034389707,TEXT
335197,IF-EU-420a.3a,,IF,IF-EU,IF-EU-420a,IF-EU-420a.3,Quantitative,Megawatt hours (MWh),IF-EU-420a.3a,Megawatt hours (MWh),CH0034389707,614
335198,IF-EU-420a.3b,,IF,IF-EU,IF-EU-420a,IF-EU-420a.3,Quantitative,Megawatt hours (MWh),IF-EU-420a.3b,,CH0034389707,TEXT
335199,IF-EU-540a.1a,,IF,IF-EU,IF-EU-540a,IF-EU-540a.1,Quantitative,Number,IF-EU-540a.1a,Number,CH0034389707,114
335200,IF-EU-540a.1b,,IF,IF-EU,IF-EU-540a,IF-EU-540a.1,Quantitative,Number,IF-EU-540a.1b,Number,CH0034389707,764
335201,IF-EU-540a.1c,,IF,IF-EU,IF-EU-540a,IF-EU-540a.1,Quantitative,Number,IF-EU-540a.1c,Number,CH0034389707,292
335202,IF-EU-540a.1d,,IF,IF-EU,IF-EU-540a,IF-EU-540a.1,Quantitative,Number,IF-EU-540a.1d,Number,CH0034389707,296
335203,IF-EU-540a.1e,,IF,IF-EU,IF-EU-540a,IF-EU-540a.1,Quantitative,Number,IF-EU-540a.1e,Number,CH0034389707,790
335204,IF-EU-540a.2a,,IF,IF-EU,IF-EU-540a,IF-EU-540a.2,Discussion and Analysis,,IF-EU-540a.2a,,CH0034389707,TEXT
335205,IF-EU-550a.1a,,IF,IF-EU,IF-EU-550a,IF-EU-550a.1,Quantitative,Number,IF-EU-550a.1a,Number,CH0034389707,996
335206,IF-EU-550a.2a,,IF,IF-EU,IF-EU-550a,IF-EU-550a.2,Quantitative,"Minutes, Number",IF-EU-550a.2a,Minutes,CH0034389707,441
335207,IF-EU-550a.2b,,IF,IF-EU,IF-EU-550a,IF-EU-550a.2,Quantitative,"Minutes, Number",IF-EU-550a.2b,Number,CH0034389707,908
335208,IF-EU-550a.2c,,IF,IF-EU,IF-EU-550a,IF-EU-550a.2,Quantitative,"Minutes, Number",IF-EU-550a.2c,Minutes,CH0034389707,992
335209,IF-EU-550a.2d,,IF,IF-EU,IF-EU-550a,IF-EU-550a.2,Quantitative,"Minutes, Number",IF-EU-550a.2d,,CH0034389707,TEXT
338003,IF-EU-000.Aa,,IF,IF-EU,IF-EU-000.A,,Quantitative,Number,IF-EU-000.Aa,Number,US02147K1051,932
338004,IF-EU-000.Ab,,IF,IF-EU,IF-EU-000.A,,Quantitative,Number,IF-EU-000.Ab,Number,US02147K1051,670
338005,IF-EU-000.Ac,,IF,IF-EU,IF-EU-000.A,,Quantitative,Number,IF-EU-000.Ac,Number,US02147K1051,755
338006,IF-EU-000.Ba,,IF,IF-EU,IF-EU-000.B,,Quantitative,Megawatt hours (MWh),IF-EU-000.Ba,Megawatt hours (MWh),US02147K1051,726
338007,IF-EU-000.Bb,,IF,IF-EU,IF-EU-000.B,,Quantitative,Megawatt hours (MWh),IF-EU-000.Bb,Megawatt hours (MWh),US02147K1051,595
338008,IF-EU-000.Bc,,IF,IF-EU,IF-EU-000.B,,Quantitative,Megawatt hours (MWh),IF-EU-000.Bc,Megawatt hours (MWh),US02147K1051,994
338009,IF-EU-000.Bd,,IF,IF-EU,IF-EU-000.B,,Quantitative,Megawatt hours (MWh),IF-EU-000.Bd,Megawatt hours (MWh),US02147K1051,687
338010,IF-EU-000.Be,,IF,IF-EU,IF-EU-000.B,,Quantitative,Megawatt hours (MWh),IF-EU-000.Be,Megawatt hours (MWh),US02147K1051,819
338011,IF-EU-000.Ca,,IF,IF-EU,IF-EU-000.C,,Quantitative,Kilometers (km),IF-EU-000.Ca,Kilometers (km),US02147K1051,586
338012,IF-EU-000.Da,,IF,IF-EU,IF-EU-000.D,,Quantitative,"Megawatt hours (MWh), Percentage (%)",IF-EU-000.Da,Megawatt hours (MWh),US02147K1051,118
338013,IF-EU-000.Db,,IF,IF-EU,IF-EU-000.D,,Quantitative,"Megawatt hours (MWh), Percentage (%)",IF-EU-000.Db,Percentage (%),US02147K1051,0.57
338014,IF-EU-000.Dc,,IF,IF-EU,IF-EU-000.D,,Quantitative,"Megawatt hours (MWh), Percentage (%)",IF-EU-000.Dc,Percentage (%),US02147K1051,0.13
338015,IF-EU-000.Ea,,IF,IF-EU,IF-EU-000.E,,Quantitative,Megawatt hours (MWh),IF-EU-000.Ea,Megawatt hours (MWh),US02147K1051,771
338016,IF-EU-110a.1a,,IF,IF-EU,IF-EU-110a,IF-EU-110a.1,Quantitative,"Metric tons (t) CO₂-e, Percentage (%)",IF-EU-110a.1a,Metric tons (t)  CO₂-e,US02147K1051,445
338017,IF-EU-110a.1b,,IF,IF-EU,IF-EU-110a,IF-EU-110a.1,Quantitative,"Metric tons (t) CO₂-e, Percentage (%)",IF-EU-110a.1b,Percentage (%),US02147K1051,0.48
338018,IF-EU-110a.1c,,IF,IF-EU,IF-EU-110a,IF-EU-110a.1,Quantitative,"Metric tons (t) CO₂-e, Percentage (%)",IF-EU-110a.1c,Percentage (%),US02147K1051,0.64
338019,IF-EU-110a.2a,,IF,IF-EU,IF-EU-110a,IF-EU-110a.2,Quantitative,Metric tons (t) CO₂-e,IF-EU-110a.2a,Metric tons (t) CO₂-e,US02147K1051,155
338020,IF-EU-110a.3a,,IF,IF-EU,IF-EU-110a,IF-EU-110a.3,Discussion and Analysis,,IF-EU-110a.3a,,US02147K1051,TEXT
338021,IF-EU-110a.4a,,IF,IF-EU,IF-EU-110a,IF-EU-110a.4,Quantitative,"Number, Percentage (%)",IF-EU-110a.4a,Number,US02147K1051,257
338022,IF-EU-110a.4b,,IF,IF-EU,IF-EU-110a,IF-EU-110a.4,Quantitative,"Number, Percentage (%)",IF-EU-110a.4b,Percentage (%),US02147K1051,1
338023,IF-EU-110a.4c,,IF,IF-EU,IF-EU-110a,IF-EU-110a.4,Quantitative,"Number, Percentage (%)",IF-EU-110a.4c,,US02147K1051,TEXT
338024,IF-EU-120a.1a,,IF,IF-EU,IF-EU-120a,IF-EU-120a.1,Quantitative,"Metric tons (t), Percentage (%)",IF-EU-120a.1a,Metric tons (t),US02147K1051,804
338025,IF-EU-120a.1b,,IF,IF-EU,IF-EU-120a,IF-EU-120a.1,Quantitative,"Metric tons (t), Percentage (%)",IF-EU-120a.1b,Metric tons (t),US02147K1051,232
338026,IF-EU-120a.1c,,IF,IF-EU,IF-EU-120a,IF-EU-120a.1,Quantitative,"Metric tons (t), Percentage (%)",IF-EU-120a.1c,Metric tons (t),US02147K1051,746
338027,IF-EU-120a.1d,,IF,IF-EU,IF-EU-120a,IF-EU-120a.1,Quantitative,"Metric tons (t), Percentage (%)",IF-EU-120a.1d,Metric tons (t),US02147K1051,611
338028,IF-EU-120a.1e,,IF,IF-EU,IF-EU-120a,IF-EU-120a.1,Quantitative,"Metric tons (t), Percentage (%)",IF-EU-120a.1e,Metric tons (t),US02147K1051,151
338029,IF-EU-120a.1f,,IF,IF-EU,IF-EU-120a,IF-EU-120a.1,Quantitative,"Metric tons (t), Percentage (%)",IF-EU-120a.1f,Percentage (%),US02147K1051,0.61
338030,IF-EU-120a.1g,,IF,IF-EU,IF-EU-120a,IF-EU-120a.1,Quantitative,"Metric tons (t), Percentage (%)",IF-EU-120a.1g,Percentage (%),US02147K1051,0.21
338031,IF-EU-120a.1h,,IF,IF-EU,IF-EU-120a,IF-EU-120a.1,Quantitative,"Metric tons (t), Percentage (%)",IF-EU-120a.1h,Percentage (%),US02147K1051,0.09
338032,IF-EU-120a.1i,,IF,IF-EU,IF-EU-120a,IF-EU-120a.1,Quantitative,"Metric tons (t), Percentage (%)",IF-EU-120a.1i,Percentage (%),US02147K1051,0.49
338033,IF-EU-120a.1j,,IF,IF-EU,IF-EU-120a,IF-EU-120a.1,Quantitative,"Metric tons (t), Percentage (%)",IF-EU-120a.1j,Percentage (%),US02147K1051,0.26
338034,IF-EU-140a.1a,,IF,IF-EU,IF-EU-140a,IF-EU-140a.1,Quantitative,"Thousand cubic meters (m³), Percentage (%)",IF-EU-140a.1a,Thousand cubic meters (m³),US02147K1051,352
338035,IF-EU-140a.1b,,IF,IF-EU,IF-EU-140a,IF-EU-140a.1,Quantitative,"Thousand cubic meters (m³), Percentage (%)",IF-EU-140a.1b,Thousand cubic meters (m³),US02147K1051,692
338036,IF-EU-140a.1c,,IF,IF-EU,IF-EU-140a,IF-EU-140a.1,Quantitative,"Thousand cubic meters (m³), Percentage (%)",IF-EU-140a.1c,Percentage (%),US02147K1051,0.29
338037,IF-EU-140a.1d,,IF,IF-EU,IF-EU-140a,IF-EU-140a.1,Quantitative,"Thousand cubic meters (m³), Percentage (%)",IF-EU-140a.1d,Percentage (%),US02147K1051,0.41
338038,IF-EU-140a.2a,,IF,IF-EU,IF-EU-140a,IF-EU-140a.2,Quantitative,Number,IF-EU-140a.2a,Number,US02147K1051,128
338039,IF-EU-140a.3a,,IF,IF-EU,IF-EU-140a,IF-EU-140a.3,Discussion and Analysis,,IF-EU-140a.3a,,US02147K1051,TEXT
338040,IF-EU-150a.1a,,IF,IF-EU,IF-EU-150a,IF-EU-150a.1,Quantitative,"Metric tons (t), Percentage (%)",IF-EU-150a.1a,Metric tons (t),US02147K1051,662
338041,IF-EU-150a.1b,,IF,IF-EU,IF-EU-150a,IF-EU-150a.1,Quantitative,"Metric tons (t), Percentage (%)",IF-EU-150a.1b,Percentage (%),US02147K1051,0.26
338042,IF-EU-150a.2a,,IF,IF-EU,IF-EU-150a,IF-EU-150a.2,Quantitative,Number,IF-EU-150a.2a,Number,US02147K1051,264
338043,IF-EU-150a.2b,,IF,IF-EU,IF-EU-150a,IF-EU-150a.2,Quantitative,Number,IF-EU-150a.2b,Number,US02147K1051,390
338044,IF-EU-150a.2c,,IF,IF-EU,IF-EU-150a,IF-EU-150a.2,Quantitative,Number,IF-EU-150a.2c,Number,US02147K1051,698
338045,IF-EU-150a.2d,,IF,IF-EU,IF-EU-150a,IF-EU-150a.2,Quantitative,Number,IF-EU-150a.2d,Number,US02147K1051,594
338046,IF-EU-150a.2e,,IF,IF-EU,IF-EU-150a,IF-EU-150a.2,Quantitative,Number,IF-EU-150a.2e,Number,US02147K1051,408
338047,IF-EU-150a.2f,,IF,IF-EU,IF-EU-150a,IF-EU-150a.2,Quantitative,Number,IF-EU-150a.2f,Number,US02147K1051,356
338048,IF-EU-150a.2g,,IF,IF-EU,IF-EU-150a,IF-EU-150a.2,Quantitative,Number,IF-EU-150a.2g,Number,US02147K1051,613
338049,IF-EU-150a.2h,,IF,IF-EU,IF-EU-150a,IF-EU-150a.2,Quantitative,Number,IF-EU-150a.2h,Number,US02147K1051,771
338050,IF-EU-150a.2i,,IF,IF-EU,IF-EU-150a,IF-EU-150a.2,Quantitative,Number,IF-EU-150a.2i,Number,US02147K1051,627
338051,IF-EU-150a.2j,,IF,IF-EU,IF-EU-150a,IF-EU-150a.2,Quantitative,Number,IF-EU-150a.2j,Number,US02147K1051,761
338052,IF-EU-150a.2k,,IF,IF-EU,IF-EU-150a,IF-EU-150a.2,Quantitative,Number,IF-EU-150a.2k,Number,US02147K1051,186
338053,IF-EU-150a.2l,,IF,IF-EU,IF-EU-150a,IF-EU-150a.2,Quantitative,Number,IF-EU-150a.2l,Number,US02147K1051,421
338054,IF-EU-150a.2m,,IF,IF-EU,IF-EU-150a,IF-EU-150a.2,Quantitative,Number,IF-EU-150a.2m,Number,US02147K1051,686
338055,IF-EU-150a.2n,,IF,IF-EU,IF-EU-150a,IF-EU-150a.2,Quantitative,Number,IF-EU-150a.2n,Number,US02147K1051,595
338056,IF-EU-150a.2o,,IF,IF-EU,IF-EU-150a,IF-EU-150a.2,Quantitative,Number,IF-EU-150a.2o,Number,US02147K1051,160
338057,IF-EU-150a.2p,,IF,IF-EU,IF-EU-150a,IF-EU-150a.2,Quantitative,Number,IF-EU-150a.2p,Number,US02147K1051,556
338058,IF-EU-150a.2q,,IF,IF-EU,IF-EU-150a,IF-EU-150a.2,Quantitative,Number,IF-EU-150a.2q,Number,US02147K1051,968
338059,IF-EU-240a.1a,,IF,IF-EU,IF-EU-240a,IF-EU-240a.1,Quantitative,Rate,IF-EU-240a.1a,U.S. dollars ($),US02147K1051,751
338060,IF-EU-240a.1b,,IF,IF-EU,IF-EU-240a,IF-EU-240a.1,Quantitative,Rate,IF-EU-240a.1b,Reporting currency,US02147K1051,681
338061,IF-EU-240a.1c,,IF,IF-EU,IF-EU-240a,IF-EU-240a.1,Quantitative,Rate,IF-EU-240a.1c,Reporting currency,US02147K1051,746
338062,IF-EU-240a.2a,,IF,IF-EU,IF-EU-240a,IF-EU-240a.2,Quantitative,Reporting currency,IF-EU-240a.2a,Reporting currency,US02147K1051,836
338063,IF-EU-240a.2b,,IF,IF-EU,IF-EU-240a,IF-EU-240a.2,Quantitative,Reporting currency,IF-EU-240a.2b,Reporting currency,US02147K1051,827
338064,IF-EU-240a.3a,,IF,IF-EU,IF-EU-240a,IF-EU-240a.3,Quantitative,"Number, Percentage (%)",IF-EU-240a.3a,Number,US02147K1051,617
338065,IF-EU-240a.3b,,IF,IF-EU,IF-EU-240a,IF-EU-240a.3,Quantitative,"Number, Percentage (%)",IF-EU-240a.3b,Percentage (%),US02147K1051,0.62
338066,IF-EU-240a.4a,,IF,IF-EU,IF-EU-240a,IF-EU-240a.4,Discussion and Analysis,,IF-EU-240a.4a,,US02147K1051,TEXT
338067,IF-EU-320a.1a,,IF,IF-EU,IF-EU-320a,IF-EU-320a.1,Quantitative,Rate,IF-EU-320a.1a,Rate,US02147K1051,511
338068,IF-EU-320a.1b,,IF,IF-EU,IF-EU-320a,IF-EU-320a.1,Quantitative,Rate,IF-EU-320a.1b,Rate,US02147K1051,522
338069,IF-EU-320a.1c,,IF,IF-EU,IF-EU-320a,IF-EU-320a.1,Quantitative,Rate,IF-EU-320a.1c,Rate,US02147K1051,364
338070,IF-EU-420a.1a,,IF,IF-EU,IF-EU-420a,IF-EU-420a.1,Quantitative,Percentage (%),IF-EU-420a.1a,Percentage (%),US02147K1051,0.51
338071,IF-EU-420a.1b,,IF,IF-EU,IF-EU-420a,IF-EU-420a.1,Quantitative,Percentage (%),IF-EU-420a.1b,Percentage (%),US02147K1051,0.35
338072,IF-EU-420a.2a,,IF,IF-EU,IF-EU-420a,IF-EU-420a.2,Quantitative,Percentage (%) by megawatt hours (MWh),IF-EU-420a.2a,Percentage (%) by megawatt hours (MWh),US02147K1051,0.03
338073,IF-EU-420a.2b,,IF,IF-EU,IF-EU-420a,IF-EU-420a.2,Quantitative,Percentage (%) by megawatt hours (MWh),IF-EU-420a.2b,,US02147K1051,TEXT
338074,IF-EU-420a.3a,,IF,IF-EU,IF-EU-420a,IF-EU-420a.3,Quantitative,Megawatt hours (MWh),IF-EU-420a.3a,Megawatt hours (MWh),US02147K1051,811
338075,IF-EU-420a.3b,,IF,IF-EU,IF-EU-420a,IF-EU-420a.3,Quantitative,Megawatt hours (MWh),IF-EU-420a.3b,,US02147K1051,TEXT
338076,IF-EU-540a.1a,,IF,IF-EU,IF-EU-540a,IF-EU-540a.1,Quantitative,Number,IF-EU-540a.1a,Number,US02147K1051,809
338077,IF-EU-540a.1b,,IF,IF-EU,IF-EU-540a,IF-EU-540a.1,Quantitative,Number,IF-EU-540a.1b,Number,US02147K1051,789
338078,IF-EU-540a.1c,,IF,IF-EU,IF-EU-540a,IF-EU-540a.1,Quantitative,Number,IF-EU-540a.1c,Number,US02147K1051,165
338079,IF-EU-540a.1d,,IF,IF-EU,IF-EU-540a,IF-EU-540a.1,Quantitative,Number,IF-EU-540a.1d,Number,US02147K1051,972
338080,IF-EU-540a.1e,,IF,IF-EU,IF-EU-540a,IF-EU-540a.1,Quantitative,Number,IF-EU-540a.1e,Number,US02147K1051,131
338081,IF-EU-540a.2a,,IF,IF-EU,IF-EU-540a,IF-EU-540a.2,Discussion and Analysis,,IF-EU-540a.2a,,US02147K1051,TEXT
338082,IF-EU-550a.1a,,IF,IF-EU,IF-EU-550a,IF-EU-550a.1,Quantitative,Number,IF-EU-550a.1a,Number,US02147K1051,631
338083,IF-EU-550a.2a,,IF,IF-EU,IF-EU-550a,IF-EU-550a.2,Quantitative,"Minutes, Number",IF-EU-550a.2a,Minutes,US02147K1051,258
338084,IF-EU-550a.2b,,IF,IF-EU,IF-EU-550a,IF-EU-550a.2,Quantitative,"Minutes, Number",IF-EU-550a.2b,Number,US02147K1051,467
338085,IF-EU-550a.2c,,IF,IF-EU,IF-EU-550a,IF-EU-550a.2,Quantitative,"Minutes, Number",IF-EU-550a.2c,Minutes,US02147K1051,831
338086,IF-EU-550a.2d,,IF,IF-EU,IF-EU-550a,IF-EU-550a.2,Quantitative,"Minutes, Number",IF-EU-550a.2d,,US02147K1051,TEXT
340880,IF-EU-000.Aa,,IF,IF-EU,IF-EU-000.A,,Quantitative,Number,IF-EU-000.Aa,Number,CA02154D1015,900
340881,IF-EU-000.Ab,,IF,IF-EU,IF-EU-000.A,,Quantitative,Number,IF-EU-000.Ab,Number,CA02154D1015,22
340882,IF-EU-000.Ac,,IF,IF-EU,IF-EU-000.A,,Quantitative,Number,IF-EU-000.Ac,Number,CA02154D1015,453
340883,IF-EU-000.Ba,,IF,IF-EU,IF-EU-000.B,,Quantitative,Megawatt hours (MWh),IF-EU-000.Ba,Megawatt hours (MWh),CA02154D1015,596
340884,IF-EU-000.Bb,,IF,IF-EU,IF-EU-000.B,,Quantitative,Megawatt hours (MWh),IF-EU-000.Bb,Megawatt hours (MWh),CA02154D1015,156
340885,IF-EU-000.Bc,,IF,IF-EU,IF-EU-000.B,,Quantitative,Megawatt hours (MWh),IF-EU-000.Bc,Megawatt hours (MWh),CA02154D1015,89
340886,IF-EU-000.Bd,,IF,IF-EU,IF-EU-000.B,,Quantitative,Megawatt hours (MWh),IF-EU-000.Bd,Megawatt hours (MWh),CA02154D1015,75
340887,IF-EU-000.Be,,IF,IF-EU,IF-EU-000.B,,Quantitative,Megawatt hours (MWh),IF-EU-000.Be,Megawatt hours (MWh),CA02154D1015,961
340888,IF-EU-000.Ca,,IF,IF-EU,IF-EU-000.C,,Quantitative,Kilometers (km),IF-EU-000.Ca,Kilometers (km),CA02154D1015,185
340889,IF-EU-000.Da,,IF,IF-EU,IF-EU-000.D,,Quantitative,"Megawatt hours (MWh), Percentage (%)",IF-EU-000.Da,Megawatt hours (MWh),CA02154D1015,855
340890,IF-EU-000.Db,,IF,IF-EU,IF-EU-000.D,,Quantitative,"Megawatt hours (MWh), Percentage (%)",IF-EU-000.Db,Percentage (%),CA02154D1015,0.03
340891,IF-EU-000.Dc,,IF,IF-EU,IF-EU-000.D,,Quantitative,"Megawatt hours (MWh), Percentage (%)",IF-EU-000.Dc,Percentage (%),CA02154D1015,0.57
340892,IF-EU-000.Ea,,IF,IF-EU,IF-EU-000.E,,Quantitative,Megawatt hours (MWh),IF-EU-000.Ea,Megawatt hours (MWh),CA02154D1015,652
340893,IF-EU-110a.1a,,IF,IF-EU,IF-EU-110a,IF-EU-110a.1,Quantitative,"Metric tons (t) CO₂-e, Percentage (%)",IF-EU-110a.1a,Metric tons (t)  CO₂-e,CA02154D1015,321
340894,IF-EU-110a.1b,,IF,IF-EU,IF-EU-110a,IF-EU-110a.1,Quantitative,"Metric tons (t) CO₂-e, Percentage (%)",IF-EU-110a.1b,Percentage (%),CA02154D1015,0.15
340895,IF-EU-110a.1c,,IF,IF-EU,IF-EU-110a,IF-EU-110a.1,Quantitative,"Metric tons (t) CO₂-e, Percentage (%)",IF-EU-110a.1c,Percentage (%),CA02154D1015,0.29
340896,IF-EU-110a.2a,,IF,IF-EU,IF-EU-110a,IF-EU-110a.2,Quantitative,Metric tons (t) CO₂-e,IF-EU-110a.2a,Metric tons (t) CO₂-e,CA02154D1015,84
340897,IF-EU-110a.3a,,IF,IF-EU,IF-EU-110a,IF-EU-110a.3,Discussion and Analysis,,IF-EU-110a.3a,,CA02154D1015,TEXT
340898,IF-EU-110a.4a,,IF,IF-EU,IF-EU-110a,IF-EU-110a.4,Quantitative,"Number, Percentage (%)",IF-EU-110a.4a,Number,CA02154D1015,907
340899,IF-EU-110a.4b,,IF,IF-EU,IF-EU-110a,IF-EU-110a.4,Quantitative,"Number, Percentage (%)",IF-EU-110a.4b,Percentage (%),CA02154D1015,0.73
340900,IF-EU-110a.4c,,IF,IF-EU,IF-EU-110a,IF-EU-110a.4,Quantitative,"Number, Percentage (%)",IF-EU-110a.4c,,CA02154D1015,TEXT
340901,IF-EU-120a.1a,,IF,IF-EU,IF-EU-120a,IF-EU-120a.1,Quantitative,"Metric tons (t), Percentage (%)",IF-EU-120a.1a,Metric tons (t),CA02154D1015,768
340902,IF-EU-120a.1b,,IF,IF-EU,IF-EU-120a,IF-EU-120a.1,Quantitative,"Metric tons (t), Percentage (%)",IF-EU-120a.1b,Metric tons (t),CA02154D1015,787
340903,IF-EU-120a.1c,,IF,IF-EU,IF-EU-120a,IF-EU-120a.1,Quantitative,"Metric tons (t), Percentage (%)",IF-EU-120a.1c,Metric tons (t),CA02154D1015,539
340904,IF-EU-120a.1d,,IF,IF-EU,IF-EU-120a,IF-EU-120a.1,Quantitative,"Metric tons (t), Percentage (%)",IF-EU-120a.1d,Metric tons (t),CA02154D1015,438
340905,IF-EU-120a.1e,,IF,IF-EU,IF-EU-120a,IF-EU-120a.1,Quantitative,"Metric tons (t), Percentage (%)",IF-EU-120a.1e,Metric tons (t),CA02154D1015,219
340906,IF-EU-120a.1f,,IF,IF-EU,IF-EU-120a,IF-EU-120a.1,Quantitative,"Metric tons (t), Percentage (%)",IF-EU-120a.1f,Percentage (%),CA02154D1015,0.23
340907,IF-EU-120a.1g,,IF,IF-EU,IF-EU-120a,IF-EU-120a.1,Quantitative,"Metric tons (t), Percentage (%)",IF-EU-120a.1g,Percentage (%),CA02154D1015,0.52
340908,IF-EU-120a.1h,,IF,IF-EU,IF-EU-120a,IF-EU-120a.1,Quantitative,"Metric tons (t), Percentage (%)",IF-EU-120a.1h,Percentage (%),CA02154D1015,0.92
340909,IF-EU-120a.1i,,IF,IF-EU,IF-EU-120a,IF-EU-120a.1,Quantitative,"Metric tons (t), Percentage (%)",IF-EU-120a.1i,Percentage (%),CA02154D1015,0.53
340910,IF-EU-120a.1j,,IF,IF-EU,IF-EU-120a,IF-EU-120a.1,Quantitative,"Metric tons (t), Percentage (%)",IF-EU-120a.1j,Percentage (%),CA02154D1015,0.01
340911,IF-EU-140a.1a,,IF,IF-EU,IF-EU-140a,IF-EU-140a.1,Quantitative,"Thousand cubic meters (m³), Percentage (%)",IF-EU-140a.1a,Thousand cubic meters (m³),CA02154D1015,422
340912,IF-EU-140a.1b,,IF,IF-EU,IF-EU-140a,IF-EU-140a.1,Quantitative,"Thousand cubic meters (m³), Percentage (%)",IF-EU-140a.1b,Thousand cubic meters (m³),CA02154D1015,688
340913,IF-EU-140a.1c,,IF,IF-EU,IF-EU-140a,IF-EU-140a.1,Quantitative,"Thousand cubic meters (m³), Percentage (%)",IF-EU-140a.1c,Percentage (%),CA02154D1015,0.89
340914,IF-EU-140a.1d,,IF,IF-EU,IF-EU-140a,IF-EU-140a.1,Quantitative,"Thousand cubic meters (m³), Percentage (%)",IF-EU-140a.1d,Percentage (%),CA02154D1015,0.79
340915,IF-EU-140a.2a,,IF,IF-EU,IF-EU-140a,IF-EU-140a.2,Quantitative,Number,IF-EU-140a.2a,Number,CA02154D1015,625
340916,IF-EU-140a.3a,,IF,IF-EU,IF-EU-140a,IF-EU-140a.3,Discussion and Analysis,,IF-EU-140a.3a,,CA02154D1015,TEXT
340917,IF-EU-150a.1a,,IF,IF-EU,IF-EU-150a,IF-EU-150a.1,Quantitative,"Metric tons (t), Percentage (%)",IF-EU-150a.1a,Metric tons (t),CA02154D1015,909
340918,IF-EU-150a.1b,,IF,IF-EU,IF-EU-150a,IF-EU-150a.1,Quantitative,"Metric tons (t), Percentage (%)",IF-EU-150a.1b,Percentage (%),CA02154D1015,0.76
340919,IF-EU-150a.2a,,IF,IF-EU,IF-EU-150a,IF-EU-150a.2,Quantitative,Number,IF-EU-150a.2a,Number,CA02154D1015,683
340920,IF-EU-150a.2b,,IF,IF-EU,IF-EU-150a,IF-EU-150a.2,Quantitative,Number,IF-EU-150a.2b,Number,CA02154D1015,552
340921,IF-EU-150a.2c,,IF,IF-EU,IF-EU-150a,IF-EU-150a.2,Quantitative,Number,IF-EU-150a.2c,Number,CA02154D1015,520
340922,IF-EU-150a.2d,,IF,IF-EU,IF-EU-150a,IF-EU-150a.2,Quantitative,Number,IF-EU-150a.2d,Number,CA02154D1015,472
